# x	y	u	v	mask
  0.7978	  4.1339	     nan	     nan	  1.0000
  0.8703	  4.1339	     nan	     nan	  1.0000
  0.9428	  4.1339	     nan	     nan	  1.0000
  1.0153	  4.1339	     nan	     nan	  1.0000
  1.0879	  4.1339	     nan	     nan	  1.0000
  1.1604	  4.1339	     nan	     nan	  1.0000
  1.2329	  4.1339	     nan	     nan	  1.0000
  1.3054	  4.1339	     nan	     nan	  1.0000
  1.3780	  4.1339	     nan	     nan	  1.0000
  1.4505	  4.1339	     nan	     nan	  1.0000
  1.5230	  4.1339	     nan	     nan	  1.0000
  1.5955	  4.1339	     nan	     nan	  1.0000
  1.6680	  4.1339	     nan	     nan	  1.0000
  1.7406	  4.1339	     nan	     nan	  1.0000
  1.8131	  4.1339	     nan	     nan	  1.0000
  1.8856	  4.1339	     nan	     nan	  1.0000
  1.9581	  4.1339	     nan	     nan	  1.0000
  2.0307	  4.1339	     nan	     nan	  1.0000
  2.1032	  4.1339	     nan	     nan	  1.0000
  2.1757	  4.1339	     nan	     nan	  1.0000
  2.2482	  4.1339	     nan	     nan	  1.0000
  2.3208	  4.1339	     nan	     nan	  1.0000
  2.3933	  4.1339	     nan	     nan	  1.0000
  2.4658	  4.1339	     nan	     nan	  1.0000
  2.5383	  4.1339	     nan	     nan	  1.0000
  2.6109	  4.1339	     nan	     nan	  1.0000
  2.6834	  4.1339	     nan	     nan	  1.0000
  2.7559	  4.1339	     nan	     nan	  1.0000
  2.8284	  4.1339	     nan	     nan	  1.0000
  2.9010	  4.1339	     nan	     nan	  1.0000
  2.9735	  4.1339	     nan	     nan	  1.0000
  3.0460	  4.1339	     nan	     nan	  1.0000
  3.1185	  4.1339	     nan	     nan	  1.0000
  3.1910	  4.1339	     nan	     nan	  1.0000
  3.2636	  4.1339	     nan	     nan	  1.0000
  3.3361	  4.1339	     nan	     nan	  1.0000
  3.4086	  4.1339	     nan	     nan	  1.0000
  3.4811	  4.1339	     nan	     nan	  1.0000
  3.5537	  4.1339	     nan	     nan	  1.0000
  3.6262	  4.1339	     nan	     nan	  1.0000
  3.6987	  4.1339	     nan	     nan	  1.0000
  3.7712	  4.1339	     nan	     nan	  1.0000
  3.8438	  4.1339	     nan	     nan	  1.0000
  3.9163	  4.1339	     nan	     nan	  1.0000
  3.9888	  4.1339	     nan	     nan	  1.0000
  4.0613	  4.1339	     nan	     nan	  1.0000
  4.1339	  4.1339	     nan	     nan	  1.0000
  4.2064	  4.1339	     nan	     nan	  1.0000
  4.2789	  4.1339	     nan	     nan	  1.0000
  4.3514	  4.1339	     nan	     nan	  1.0000
  4.4240	  4.1339	     nan	     nan	  1.0000
  4.4965	  4.1339	     nan	     nan	  1.0000
  4.5690	  4.1339	     nan	     nan	  1.0000
  4.6415	  4.1339	     nan	     nan	  1.0000
  4.7140	  4.1339	     nan	     nan	  1.0000
  4.7866	  4.1339	     nan	     nan	  1.0000
  4.8591	  4.1339	     nan	     nan	  1.0000
  4.9316	  4.1339	     nan	     nan	  1.0000
  5.0041	  4.1339	     nan	     nan	  1.0000
  5.0767	  4.1339	     nan	     nan	  1.0000
  5.1492	  4.1339	     nan	     nan	  1.0000
  5.2217	  4.1339	     nan	     nan	  1.0000
  0.0725	  4.0613	     nan	     nan	  1.0000
  0.1450	  4.0613	     nan	     nan	  1.0000
  0.2176	  4.0613	     nan	     nan	  1.0000
  0.2901	  4.0613	     nan	     nan	  1.0000
  0.3626	  4.0613	     nan	     nan	  1.0000
  0.4351	  4.0613	     nan	     nan	  1.0000
  0.5077	  4.0613	     nan	     nan	  1.0000
  0.5802	  4.0613	     nan	     nan	  1.0000
  0.6527	  4.0613	     nan	     nan	  1.0000
  0.7252	  4.0613	     nan	     nan	  1.0000
  0.7978	  4.0613	     nan	     nan	  1.0000
  0.8703	  4.0613	     nan	     nan	  1.0000
  0.9428	  4.0613	     nan	     nan	  1.0000
  1.0153	  4.0613	     nan	     nan	  1.0000
  1.0879	  4.0613	     nan	     nan	  1.0000
  1.1604	  4.0613	     nan	     nan	  1.0000
  1.2329	  4.0613	     nan	     nan	  1.0000
  1.3054	  4.0613	     nan	     nan	  1.0000
  1.3780	  4.0613	     nan	     nan	  1.0000
  1.4505	  4.0613	     nan	     nan	  1.0000
  1.5230	  4.0613	     nan	     nan	  1.0000
  1.5955	  4.0613	     nan	     nan	  1.0000
  1.6680	  4.0613	     nan	     nan	  1.0000
  1.7406	  4.0613	     nan	     nan	  1.0000
  1.8131	  4.0613	     nan	     nan	  1.0000
  1.8856	  4.0613	     nan	     nan	  1.0000
  1.9581	  4.0613	     nan	     nan	  1.0000
  2.0307	  4.0613	     nan	     nan	  1.0000
  2.1032	  4.0613	     nan	     nan	  1.0000
  2.1757	  4.0613	     nan	     nan	  1.0000
  2.2482	  4.0613	     nan	     nan	  1.0000
  2.3208	  4.0613	     nan	     nan	  1.0000
  2.3933	  4.0613	     nan	     nan	  1.0000
  2.4658	  4.0613	     nan	     nan	  1.0000
  2.5383	  4.0613	     nan	     nan	  1.0000
  2.6109	  4.0613	     nan	     nan	  1.0000
  2.6834	  4.0613	     nan	     nan	  1.0000
  2.7559	  4.0613	     nan	     nan	  1.0000
  2.8284	  4.0613	     nan	     nan	  1.0000
  2.9010	  4.0613	     nan	     nan	  1.0000
  2.9735	  4.0613	     nan	     nan	  1.0000
  3.0460	  4.0613	     nan	     nan	  1.0000
  3.1185	  4.0613	     nan	     nan	  1.0000
  3.1910	  4.0613	     nan	     nan	  1.0000
  3.2636	  4.0613	     nan	     nan	  1.0000
  3.3361	  4.0613	     nan	     nan	  1.0000
  3.4086	  4.0613	     nan	     nan	  1.0000
  3.4811	  4.0613	     nan	     nan	  1.0000
  3.5537	  4.0613	     nan	     nan	  1.0000
  3.6262	  4.0613	     nan	     nan	  1.0000
  3.6987	  4.0613	     nan	     nan	  1.0000
  3.7712	  4.0613	     nan	     nan	  1.0000
  3.8438	  4.0613	     nan	     nan	  1.0000
  3.9163	  4.0613	     nan	     nan	  1.0000
  3.9888	  4.0613	     nan	     nan	  1.0000
  4.0613	  4.0613	     nan	     nan	  1.0000
  4.1339	  4.0613	     nan	     nan	  1.0000
  4.2064	  4.0613	     nan	     nan	  1.0000
  4.2789	  4.0613	     nan	     nan	  1.0000
  4.3514	  4.0613	     nan	     nan	  1.0000
  4.4240	  4.0613	     nan	     nan	  1.0000
  4.4965	  4.0613	     nan	     nan	  1.0000
  4.5690	  4.0613	     nan	     nan	  1.0000
  4.6415	  4.0613	     nan	     nan	  1.0000
  4.7140	  4.0613	     nan	     nan	  1.0000
  4.7866	  4.0613	     nan	     nan	  1.0000
  4.8591	  4.0613	     nan	     nan	  1.0000
  4.9316	  4.0613	     nan	     nan	  1.0000
  5.0041	  4.0613	     nan	     nan	  1.0000
  5.0767	  4.0613	     nan	     nan	  1.0000
  5.1492	  4.0613	     nan	     nan	  1.0000
  5.2217	  4.0613	     nan	     nan	  1.0000
  0.0725	  3.9888	     nan	     nan	  1.0000
  0.1450	  3.9888	     nan	     nan	  1.0000
  0.2176	  3.9888	     nan	     nan	  1.0000
  0.2901	  3.9888	     nan	     nan	  1.0000
  0.3626	  3.9888	     nan	     nan	  1.0000
  0.4351	  3.9888	     nan	     nan	  1.0000
  0.5077	  3.9888	     nan	     nan	  1.0000
  0.5802	  3.9888	     nan	     nan	  1.0000
  0.6527	  3.9888	     nan	     nan	  1.0000
  0.7252	  3.9888	     nan	     nan	  1.0000
  0.7978	  3.9888	     nan	     nan	  1.0000
  0.8703	  3.9888	     nan	     nan	  1.0000
  0.9428	  3.9888	     nan	     nan	  1.0000
  1.0153	  3.9888	     nan	     nan	  1.0000
  1.0879	  3.9888	     nan	     nan	  1.0000
  1.1604	  3.9888	     nan	     nan	  1.0000
  1.2329	  3.9888	     nan	     nan	  1.0000
  1.3054	  3.9888	     nan	     nan	  1.0000
  1.3780	  3.9888	     nan	     nan	  1.0000
  1.4505	  3.9888	     nan	     nan	  1.0000
  1.5230	  3.9888	     nan	     nan	  1.0000
  1.5955	  3.9888	     nan	     nan	  1.0000
  1.6680	  3.9888	     nan	     nan	  1.0000
  1.7406	  3.9888	     nan	     nan	  1.0000
  1.8131	  3.9888	     nan	     nan	  1.0000
  1.8856	  3.9888	     nan	     nan	  1.0000
  1.9581	  3.9888	     nan	     nan	  1.0000
  2.0307	  3.9888	     nan	     nan	  1.0000
  2.1032	  3.9888	     nan	     nan	  1.0000
  2.1757	  3.9888	     nan	     nan	  1.0000
  2.2482	  3.9888	     nan	     nan	  1.0000
  2.3208	  3.9888	     nan	     nan	  1.0000
  2.3933	  3.9888	     nan	     nan	  1.0000
  2.4658	  3.9888	     nan	     nan	  1.0000
  2.5383	  3.9888	     nan	     nan	  1.0000
  2.6109	  3.9888	     nan	     nan	  1.0000
  2.6834	  3.9888	     nan	     nan	  1.0000
  2.7559	  3.9888	     nan	     nan	  1.0000
  2.8284	  3.9888	     nan	     nan	  1.0000
  2.9010	  3.9888	     nan	     nan	  1.0000
  2.9735	  3.9888	     nan	     nan	  1.0000
  3.0460	  3.9888	     nan	     nan	  1.0000
  3.1185	  3.9888	     nan	     nan	  1.0000
  3.1910	  3.9888	     nan	     nan	  1.0000
  3.2636	  3.9888	     nan	     nan	  1.0000
  3.3361	  3.9888	     nan	     nan	  1.0000
  3.4086	  3.9888	     nan	     nan	  1.0000
  3.4811	  3.9888	     nan	     nan	  1.0000
  3.5537	  3.9888	     nan	     nan	  1.0000
  3.6262	  3.9888	     nan	     nan	  1.0000
  3.6987	  3.9888	     nan	     nan	  1.0000
  3.7712	  3.9888	     nan	     nan	  1.0000
  3.8438	  3.9888	     nan	     nan	  1.0000
  3.9163	  3.9888	     nan	     nan	  1.0000
  3.9888	  3.9888	     nan	     nan	  1.0000
  4.0613	  3.9888	     nan	     nan	  1.0000
  4.1339	  3.9888	     nan	     nan	  1.0000
  4.2064	  3.9888	     nan	     nan	  1.0000
  4.2789	  3.9888	     nan	     nan	  1.0000
  4.3514	  3.9888	     nan	     nan	  1.0000
  4.4240	  3.9888	     nan	     nan	  1.0000
  4.4965	  3.9888	     nan	     nan	  1.0000
  4.5690	  3.9888	     nan	     nan	  1.0000
  4.6415	  3.9888	     nan	     nan	  1.0000
  4.7140	  3.9888	     nan	     nan	  1.0000
  4.7866	  3.9888	     nan	     nan	  1.0000
  4.8591	  3.9888	     nan	     nan	  1.0000
  4.9316	  3.9888	     nan	     nan	  1.0000
  5.0041	  3.9888	     nan	     nan	  1.0000
  5.0767	  3.9888	     nan	     nan	  1.0000
  5.1492	  3.9888	     nan	     nan	  1.0000
  5.2217	  3.9888	     nan	     nan	  1.0000
  0.0725	  3.9163	     nan	     nan	  1.0000
  0.1450	  3.9163	     nan	     nan	  1.0000
  0.2176	  3.9163	     nan	     nan	  1.0000
  0.2901	  3.9163	     nan	     nan	  1.0000
  0.3626	  3.9163	     nan	     nan	  1.0000
  0.4351	  3.9163	     nan	     nan	  1.0000
  0.5077	  3.9163	     nan	     nan	  1.0000
  0.5802	  3.9163	     nan	     nan	  1.0000
  0.6527	  3.9163	     nan	     nan	  1.0000
  0.7252	  3.9163	     nan	     nan	  1.0000
  0.7978	  3.9163	     nan	     nan	  1.0000
  0.8703	  3.9163	     nan	     nan	  1.0000
  0.9428	  3.9163	     nan	     nan	  1.0000
  1.0153	  3.9163	     nan	     nan	  1.0000
  1.0879	  3.9163	     nan	     nan	  1.0000
  1.1604	  3.9163	     nan	     nan	  1.0000
  1.2329	  3.9163	     nan	     nan	  1.0000
  1.3054	  3.9163	     nan	     nan	  1.0000
  1.3780	  3.9163	     nan	     nan	  1.0000
  1.4505	  3.9163	     nan	     nan	  1.0000
  1.5230	  3.9163	     nan	     nan	  1.0000
  1.5955	  3.9163	     nan	     nan	  1.0000
  1.6680	  3.9163	     nan	     nan	  1.0000
  1.7406	  3.9163	     nan	     nan	  1.0000
  1.8131	  3.9163	     nan	     nan	  1.0000
  1.8856	  3.9163	     nan	     nan	  1.0000
  1.9581	  3.9163	     nan	     nan	  1.0000
  2.0307	  3.9163	     nan	     nan	  1.0000
  2.1032	  3.9163	     nan	     nan	  1.0000
  2.1757	  3.9163	     nan	     nan	  1.0000
  2.2482	  3.9163	     nan	     nan	  1.0000
  2.3208	  3.9163	     nan	     nan	  1.0000
  2.3933	  3.9163	     nan	     nan	  1.0000
  2.4658	  3.9163	     nan	     nan	  1.0000
  2.5383	  3.9163	     nan	     nan	  1.0000
  2.6109	  3.9163	     nan	     nan	  1.0000
  2.6834	  3.9163	     nan	     nan	  1.0000
  2.7559	  3.9163	     nan	     nan	  1.0000
  2.8284	  3.9163	     nan	     nan	  1.0000
  2.9010	  3.9163	     nan	     nan	  1.0000
  2.9735	  3.9163	     nan	     nan	  1.0000
  3.0460	  3.9163	     nan	     nan	  1.0000
  3.1185	  3.9163	     nan	     nan	  1.0000
  3.1910	  3.9163	     nan	     nan	  1.0000
  3.2636	  3.9163	     nan	     nan	  1.0000
  3.3361	  3.9163	     nan	     nan	  1.0000
  3.4086	  3.9163	     nan	     nan	  1.0000
  3.4811	  3.9163	     nan	     nan	  1.0000
  3.5537	  3.9163	     nan	     nan	  1.0000
  3.6262	  3.9163	     nan	     nan	  1.0000
  3.6987	  3.9163	     nan	     nan	  1.0000
  3.7712	  3.9163	     nan	     nan	  1.0000
  3.8438	  3.9163	     nan	     nan	  1.0000
  3.9163	  3.9163	     nan	     nan	  1.0000
  3.9888	  3.9163	     nan	     nan	  1.0000
  4.0613	  3.9163	     nan	     nan	  1.0000
  4.1339	  3.9163	     nan	     nan	  1.0000
  4.2064	  3.9163	     nan	     nan	  1.0000
  4.2789	  3.9163	     nan	     nan	  1.0000
  4.3514	  3.9163	     nan	     nan	  1.0000
  4.4240	  3.9163	     nan	     nan	  1.0000
  4.4965	  3.9163	     nan	     nan	  1.0000
  4.5690	  3.9163	     nan	     nan	  1.0000
  4.6415	  3.9163	     nan	     nan	  1.0000
  4.7140	  3.9163	     nan	     nan	  1.0000
  4.7866	  3.9163	     nan	     nan	  1.0000
  4.8591	  3.9163	     nan	     nan	  1.0000
  4.9316	  3.9163	     nan	     nan	  1.0000
  5.0041	  3.9163	     nan	     nan	  1.0000
  5.0767	  3.9163	     nan	     nan	  1.0000
  5.1492	  3.9163	     nan	     nan	  1.0000
  5.2217	  3.9163	     nan	     nan	  1.0000
  0.0725	  3.8438	     nan	     nan	  1.0000
  0.1450	  3.8438	     nan	     nan	  1.0000
  0.2176	  3.8438	     nan	     nan	  1.0000
  0.2901	  3.8438	     nan	     nan	  1.0000
  0.3626	  3.8438	     nan	     nan	  1.0000
  0.4351	  3.8438	     nan	     nan	  1.0000
  0.5077	  3.8438	     nan	     nan	  1.0000
  0.5802	  3.8438	     nan	     nan	  1.0000
  0.6527	  3.8438	     nan	     nan	  1.0000
  0.7252	  3.8438	     nan	     nan	  1.0000
  0.7978	  3.8438	     nan	     nan	  1.0000
  0.8703	  3.8438	     nan	     nan	  1.0000
  0.9428	  3.8438	     nan	     nan	  1.0000
  1.0153	  3.8438	     nan	     nan	  1.0000
  1.0879	  3.8438	     nan	     nan	  1.0000
  1.1604	  3.8438	     nan	     nan	  1.0000
  1.2329	  3.8438	     nan	     nan	  1.0000
  1.3054	  3.8438	     nan	     nan	  1.0000
  1.3780	  3.8438	     nan	     nan	  1.0000
  1.4505	  3.8438	     nan	     nan	  1.0000
  1.5230	  3.8438	     nan	     nan	  1.0000
  1.5955	  3.8438	     nan	     nan	  1.0000
  1.6680	  3.8438	     nan	     nan	  1.0000
  1.7406	  3.8438	     nan	     nan	  1.0000
  1.8131	  3.8438	     nan	     nan	  1.0000
  1.8856	  3.8438	     nan	     nan	  1.0000
  1.9581	  3.8438	     nan	     nan	  1.0000
  2.0307	  3.8438	     nan	     nan	  1.0000
  2.1032	  3.8438	     nan	     nan	  1.0000
  2.1757	  3.8438	     nan	     nan	  1.0000
  2.2482	  3.8438	     nan	     nan	  1.0000
  2.3208	  3.8438	     nan	     nan	  1.0000
  2.3933	  3.8438	     nan	     nan	  1.0000
  2.4658	  3.8438	     nan	     nan	  1.0000
  2.5383	  3.8438	     nan	     nan	  1.0000
  2.6109	  3.8438	     nan	     nan	  1.0000
  2.6834	  3.8438	     nan	     nan	  1.0000
  2.7559	  3.8438	     nan	     nan	  1.0000
  2.8284	  3.8438	     nan	     nan	  1.0000
  2.9010	  3.8438	     nan	     nan	  1.0000
  2.9735	  3.8438	     nan	     nan	  1.0000
  3.0460	  3.8438	     nan	     nan	  1.0000
  3.1185	  3.8438	     nan	     nan	  1.0000
  3.1910	  3.8438	     nan	     nan	  1.0000
  3.2636	  3.8438	     nan	     nan	  1.0000
  3.3361	  3.8438	     nan	     nan	  1.0000
  3.4086	  3.8438	     nan	     nan	  1.0000
  3.4811	  3.8438	     nan	     nan	  1.0000
  3.5537	  3.8438	     nan	     nan	  1.0000
  3.6262	  3.8438	     nan	     nan	  1.0000
  3.6987	  3.8438	     nan	     nan	  1.0000
  3.7712	  3.8438	     nan	     nan	  1.0000
  3.8438	  3.8438	     nan	     nan	  1.0000
  3.9163	  3.8438	     nan	     nan	  1.0000
  3.9888	  3.8438	     nan	     nan	  1.0000
  4.0613	  3.8438	     nan	     nan	  1.0000
  4.1339	  3.8438	     nan	     nan	  1.0000
  4.2064	  3.8438	     nan	     nan	  1.0000
  4.2789	  3.8438	     nan	     nan	  1.0000
  4.3514	  3.8438	     nan	     nan	  1.0000
  4.4240	  3.8438	     nan	     nan	  1.0000
  4.4965	  3.8438	     nan	     nan	  1.0000
  4.5690	  3.8438	     nan	     nan	  1.0000
  4.6415	  3.8438	     nan	     nan	  1.0000
  4.7140	  3.8438	     nan	     nan	  1.0000
  4.7866	  3.8438	     nan	     nan	  1.0000
  4.8591	  3.8438	     nan	     nan	  1.0000
  4.9316	  3.8438	     nan	     nan	  1.0000
  5.0041	  3.8438	     nan	     nan	  1.0000
  5.0767	  3.8438	     nan	     nan	  1.0000
  5.1492	  3.8438	     nan	     nan	  1.0000
  5.2217	  3.8438	     nan	     nan	  1.0000
  0.0725	  3.7712	     nan	     nan	  1.0000
  0.1450	  3.7712	     nan	     nan	  1.0000
  0.2176	  3.7712	     nan	     nan	  1.0000
  0.2901	  3.7712	     nan	     nan	  1.0000
  0.3626	  3.7712	     nan	     nan	  1.0000
  0.4351	  3.7712	     nan	     nan	  1.0000
  0.5077	  3.7712	     nan	     nan	  1.0000
  0.5802	  3.7712	     nan	     nan	  1.0000
  0.6527	  3.7712	     nan	     nan	  1.0000
  0.7252	  3.7712	     nan	     nan	  1.0000
  0.7978	  3.7712	     nan	     nan	  1.0000
  0.8703	  3.7712	     nan	     nan	  1.0000
  0.9428	  3.7712	     nan	     nan	  1.0000
  1.0153	  3.7712	     nan	     nan	  1.0000
  1.0879	  3.7712	     nan	     nan	  1.0000
  1.1604	  3.7712	     nan	     nan	  1.0000
  1.2329	  3.7712	     nan	     nan	  1.0000
  1.3054	  3.7712	     nan	     nan	  1.0000
  1.3780	  3.7712	     nan	     nan	  1.0000
  1.4505	  3.7712	     nan	     nan	  1.0000
  1.5230	  3.7712	     nan	     nan	  1.0000
  1.5955	  3.7712	     nan	     nan	  1.0000
  1.6680	  3.7712	     nan	     nan	  1.0000
  1.7406	  3.7712	     nan	     nan	  1.0000
  1.8131	  3.7712	     nan	     nan	  1.0000
  1.8856	  3.7712	     nan	     nan	  1.0000
  1.9581	  3.7712	     nan	     nan	  1.0000
  2.0307	  3.7712	     nan	     nan	  1.0000
  2.1032	  3.7712	     nan	     nan	  1.0000
  2.1757	  3.7712	     nan	     nan	  1.0000
  2.2482	  3.7712	     nan	     nan	  1.0000
  2.3208	  3.7712	     nan	     nan	  1.0000
  2.3933	  3.7712	     nan	     nan	  1.0000
  2.4658	  3.7712	     nan	     nan	  1.0000
  2.5383	  3.7712	     nan	     nan	  1.0000
  2.6109	  3.7712	     nan	     nan	  1.0000
  2.6834	  3.7712	     nan	     nan	  1.0000
  2.7559	  3.7712	     nan	     nan	  1.0000
  2.8284	  3.7712	     nan	     nan	  1.0000
  2.9010	  3.7712	     nan	     nan	  1.0000
  2.9735	  3.7712	     nan	     nan	  1.0000
  3.0460	  3.7712	     nan	     nan	  1.0000
  3.1185	  3.7712	     nan	     nan	  1.0000
  3.1910	  3.7712	     nan	     nan	  1.0000
  3.2636	  3.7712	     nan	     nan	  1.0000
  3.3361	  3.7712	     nan	     nan	  1.0000
  3.4086	  3.7712	     nan	     nan	  1.0000
  3.4811	  3.7712	     nan	     nan	  1.0000
  3.5537	  3.7712	     nan	     nan	  1.0000
  3.6262	  3.7712	     nan	     nan	  1.0000
  3.6987	  3.7712	     nan	     nan	  1.0000
  3.7712	  3.7712	     nan	     nan	  1.0000
  3.8438	  3.7712	     nan	     nan	  1.0000
  3.9163	  3.7712	     nan	     nan	  1.0000
  3.9888	  3.7712	     nan	     nan	  1.0000
  4.0613	  3.7712	     nan	     nan	  1.0000
  4.1339	  3.7712	     nan	     nan	  1.0000
  4.2064	  3.7712	     nan	     nan	  1.0000
  4.2789	  3.7712	     nan	     nan	  1.0000
  4.3514	  3.7712	     nan	     nan	  1.0000
  4.4240	  3.7712	     nan	     nan	  1.0000
  4.4965	  3.7712	     nan	     nan	  1.0000
  4.5690	  3.7712	     nan	     nan	  1.0000
  4.6415	  3.7712	     nan	     nan	  1.0000
  4.7140	  3.7712	     nan	     nan	  1.0000
  4.7866	  3.7712	     nan	     nan	  1.0000
  4.8591	  3.7712	     nan	     nan	  1.0000
  4.9316	  3.7712	     nan	     nan	  1.0000
  5.0041	  3.7712	     nan	     nan	  1.0000
  5.0767	  3.7712	     nan	     nan	  1.0000
  5.1492	  3.7712	     nan	     nan	  1.0000
  5.2217	  3.7712	     nan	     nan	  1.0000
  0.0725	  3.6987	     nan	     nan	  1.0000
  0.1450	  3.6987	     nan	     nan	  1.0000
  0.2176	  3.6987	     nan	     nan	  1.0000
  0.2901	  3.6987	     nan	     nan	  1.0000
  0.3626	  3.6987	     nan	     nan	  1.0000
  0.4351	  3.6987	     nan	     nan	  1.0000
  0.5077	  3.6987	     nan	     nan	  1.0000
  0.5802	  3.6987	     nan	     nan	  1.0000
  0.6527	  3.6987	     nan	     nan	  1.0000
  0.7252	  3.6987	     nan	     nan	  1.0000
  0.7978	  3.6987	     nan	     nan	  1.0000
  0.8703	  3.6987	     nan	     nan	  1.0000
  0.9428	  3.6987	     nan	     nan	  1.0000
  1.0153	  3.6987	     nan	     nan	  1.0000
  1.0879	  3.6987	     nan	     nan	  1.0000
  1.1604	  3.6987	     nan	     nan	  1.0000
  1.2329	  3.6987	     nan	     nan	  1.0000
  1.3054	  3.6987	     nan	     nan	  1.0000
  1.3780	  3.6987	     nan	     nan	  1.0000
  1.4505	  3.6987	     nan	     nan	  1.0000
  1.5230	  3.6987	     nan	     nan	  1.0000
  1.5955	  3.6987	     nan	     nan	  1.0000
  1.6680	  3.6987	     nan	     nan	  1.0000
  1.7406	  3.6987	     nan	     nan	  1.0000
  1.8131	  3.6987	     nan	     nan	  1.0000
  1.8856	  3.6987	     nan	     nan	  1.0000
  1.9581	  3.6987	     nan	     nan	  1.0000
  2.0307	  3.6987	     nan	     nan	  1.0000
  2.1032	  3.6987	     nan	     nan	  1.0000
  2.1757	  3.6987	     nan	     nan	  1.0000
  2.2482	  3.6987	     nan	     nan	  1.0000
  2.3208	  3.6987	     nan	     nan	  1.0000
  2.3933	  3.6987	     nan	     nan	  1.0000
  2.4658	  3.6987	     nan	     nan	  1.0000
  2.5383	  3.6987	     nan	     nan	  1.0000
  2.6109	  3.6987	     nan	     nan	  1.0000
  2.6834	  3.6987	     nan	     nan	  1.0000
  2.7559	  3.6987	     nan	     nan	  1.0000
  2.8284	  3.6987	     nan	     nan	  1.0000
  2.9010	  3.6987	     nan	     nan	  1.0000
  2.9735	  3.6987	     nan	     nan	  1.0000
  3.0460	  3.6987	     nan	     nan	  1.0000
  3.1185	  3.6987	     nan	     nan	  1.0000
  3.1910	  3.6987	     nan	     nan	  1.0000
  3.2636	  3.6987	     nan	     nan	  1.0000
  3.3361	  3.6987	     nan	     nan	  1.0000
  3.4086	  3.6987	     nan	     nan	  1.0000
  3.4811	  3.6987	     nan	     nan	  1.0000
  3.5537	  3.6987	     nan	     nan	  1.0000
  3.6262	  3.6987	     nan	     nan	  1.0000
  3.6987	  3.6987	     nan	     nan	  1.0000
  3.7712	  3.6987	     nan	     nan	  1.0000
  3.8438	  3.6987	     nan	     nan	  1.0000
  3.9163	  3.6987	     nan	     nan	  1.0000
  3.9888	  3.6987	     nan	     nan	  1.0000
  4.0613	  3.6987	     nan	     nan	  1.0000
  4.1339	  3.6987	     nan	     nan	  1.0000
  4.2064	  3.6987	     nan	     nan	  1.0000
  4.2789	  3.6987	     nan	     nan	  1.0000
  4.3514	  3.6987	     nan	     nan	  1.0000
  4.4240	  3.6987	     nan	     nan	  1.0000
  4.4965	  3.6987	     nan	     nan	  1.0000
  4.5690	  3.6987	     nan	     nan	  1.0000
  4.6415	  3.6987	     nan	     nan	  1.0000
  4.7140	  3.6987	     nan	     nan	  1.0000
  4.7866	  3.6987	     nan	     nan	  1.0000
  4.8591	  3.6987	     nan	     nan	  1.0000
  4.9316	  3.6987	     nan	     nan	  1.0000
  5.0041	  3.6987	     nan	     nan	  1.0000
  5.0767	  3.6987	     nan	     nan	  1.0000
  5.1492	  3.6987	     nan	     nan	  1.0000
  5.2217	  3.6987	     nan	     nan	  1.0000
  0.0725	  3.6262	     nan	     nan	  1.0000
  0.1450	  3.6262	     nan	     nan	  1.0000
  0.2176	  3.6262	     nan	     nan	  1.0000
  0.2901	  3.6262	     nan	     nan	  1.0000
  0.3626	  3.6262	     nan	     nan	  1.0000
  0.4351	  3.6262	     nan	     nan	  1.0000
  0.5077	  3.6262	     nan	     nan	  1.0000
  0.5802	  3.6262	     nan	     nan	  1.0000
  0.6527	  3.6262	     nan	     nan	  1.0000
  0.7252	  3.6262	     nan	     nan	  1.0000
  0.7978	  3.6262	     nan	     nan	  1.0000
  0.8703	  3.6262	     nan	     nan	  1.0000
  0.9428	  3.6262	     nan	     nan	  1.0000
  1.0153	  3.6262	     nan	     nan	  1.0000
  1.0879	  3.6262	     nan	     nan	  1.0000
  1.1604	  3.6262	     nan	     nan	  1.0000
  1.2329	  3.6262	     nan	     nan	  1.0000
  1.3054	  3.6262	     nan	     nan	  1.0000
  1.3780	  3.6262	     nan	     nan	  1.0000
  1.4505	  3.6262	     nan	     nan	  1.0000
  1.5230	  3.6262	     nan	     nan	  1.0000
  1.5955	  3.6262	     nan	     nan	  1.0000
  1.6680	  3.6262	     nan	     nan	  1.0000
  1.7406	  3.6262	     nan	     nan	  1.0000
  1.8131	  3.6262	     nan	     nan	  1.0000
  1.8856	  3.6262	     nan	     nan	  1.0000
  1.9581	  3.6262	     nan	     nan	  1.0000
  2.0307	  3.6262	     nan	     nan	  1.0000
  2.1032	  3.6262	     nan	     nan	  1.0000
  2.1757	  3.6262	     nan	     nan	  1.0000
  2.2482	  3.6262	     nan	     nan	  1.0000
  2.3208	  3.6262	     nan	     nan	  1.0000
  2.3933	  3.6262	     nan	     nan	  1.0000
  2.4658	  3.6262	     nan	     nan	  1.0000
  2.5383	  3.6262	     nan	     nan	  1.0000
  2.6109	  3.6262	     nan	     nan	  1.0000
  2.6834	  3.6262	     nan	     nan	  1.0000
  2.7559	  3.6262	     nan	     nan	  1.0000
  2.8284	  3.6262	     nan	     nan	  1.0000
  2.9010	  3.6262	     nan	     nan	  1.0000
  2.9735	  3.6262	     nan	     nan	  1.0000
  3.0460	  3.6262	     nan	     nan	  1.0000
  3.1185	  3.6262	     nan	     nan	  1.0000
  3.1910	  3.6262	     nan	     nan	  1.0000
